     Epoch    TrainingLoss        TestLoss         Time(s)   SavePrefix
----------------------------------------------------------------------------------------------------
       307          0.8186          0.8105         13.4531   TrainedModels/top_all36_cgenff-sub-307
       308          0.8196          0.8099         13.5510   TrainedModels/top_all36_cgenff-sub-308
       309          0.8210          0.8096         13.5158   TrainedModels/top_all36_cgenff-sub-309
       310          0.8213          0.8096         13.5122   TrainedModels/top_all36_cgenff-sub-310
       311          0.8214          0.8121         13.5152   TrainedModels/top_all36_cgenff-sub-311
       312          0.8220          0.8121         13.5041   TrainedModels/top_all36_cgenff-sub-312
       313          0.8227          0.8150         13.5010   TrainedModels/top_all36_cgenff-sub-313
       314          0.8233          0.8134         13.5025   TrainedModels/top_all36_cgenff-sub-314
       315          0.8235          0.8146         13.5174   TrainedModels/top_all36_cgenff-sub-315
       316          0.8257          0.8162         13.5591   TrainedModels/top_all36_cgenff-sub-316
       317          0.8237          0.8153         13.4500   TrainedModels/top_all36_cgenff-sub-317
       318          0.8257          0.8153         13.4986   TrainedModels/top_all36_cgenff-sub-318
       319          0.8262          0.8153         13.5024   TrainedModels/top_all36_cgenff-sub-319
       320          0.8251          0.8156         13.5781   TrainedModels/top_all36_cgenff-sub-320
       321          0.8273          0.8156         13.5119   TrainedModels/top_all36_cgenff-sub-321
       322          0.8280          0.8181         13.4468   TrainedModels/top_all36_cgenff-sub-322
       323          0.8273          0.8175         13.5021   TrainedModels/top_all36_cgenff-sub-323
       324          0.8288          0.8178         13.5551   TrainedModels/top_all36_cgenff-sub-324
       325          0.8289          0.8191         13.5169   TrainedModels/top_all36_cgenff-sub-325
       326          0.8294          0.8188         13.5066   TrainedModels/top_all36_cgenff-sub-326
       327          0.8296          0.8178         13.4543   TrainedModels/top_all36_cgenff-sub-327
       328          0.8309          0.8194         13.5662   TrainedModels/top_all36_cgenff-sub-328
       329          0.8304          0.8191         13.5229   TrainedModels/top_all36_cgenff-sub-329
       330          0.8325          0.8219         13.5117   TrainedModels/top_all36_cgenff-sub-330
       331          0.8324          0.8200         13.5045   TrainedModels/top_all36_cgenff-sub-331
       332          0.8319          0.8210         13.5056   TrainedModels/top_all36_cgenff-sub-332
       333          0.8329          0.8197         13.5041   TrainedModels/top_all36_cgenff-sub-333
       334          0.8342          0.8232         13.4999   TrainedModels/top_all36_cgenff-sub-334
       335          0.8339          0.8226         13.5041   TrainedModels/top_all36_cgenff-sub-335
       336          0.8342          0.8210         13.5656   TrainedModels/top_all36_cgenff-sub-336
       337          0.8354          0.8241         13.4606   TrainedModels/top_all36_cgenff-sub-337
       338          0.8357          0.8226         13.5128   TrainedModels/top_all36_cgenff-sub-338
       339          0.8360          0.8248         13.5041   TrainedModels/top_all36_cgenff-sub-339
       340          0.8365          0.8235         13.5812   TrainedModels/top_all36_cgenff-sub-340
       341          0.8362          0.8238         13.5063   TrainedModels/top_all36_cgenff-sub-341
       342          0.8368          0.8229         13.4485   TrainedModels/top_all36_cgenff-sub-342
       343          0.8374          0.8248         13.4995   TrainedModels/top_all36_cgenff-sub-343
       344          0.8372          0.8241         13.5894   TrainedModels/top_all36_cgenff-sub-344
       345          0.8372          0.8226         13.5183   TrainedModels/top_all36_cgenff-sub-345
       346          0.8380          0.8260         13.5096   TrainedModels/top_all36_cgenff-sub-346
       347          0.8385          0.8235         13.4553   TrainedModels/top_all36_cgenff-sub-347
       348          0.8387          0.8257         13.5631   TrainedModels/top_all36_cgenff-sub-348
       349          0.8397          0.8245         13.5085   TrainedModels/top_all36_cgenff-sub-349
       350          0.8398          0.8254         13.5091   TrainedModels/top_all36_cgenff-sub-350
       351          0.8400          0.8260         13.4987   TrainedModels/top_all36_cgenff-sub-351
       352          0.8400          0.8273         13.5145   TrainedModels/top_all36_cgenff-sub-352
       353          0.8406          0.8267         13.4985   TrainedModels/top_all36_cgenff-sub-353
       354          0.8410          0.8270         13.5098   TrainedModels/top_all36_cgenff-sub-354
       355          0.8406          0.8260         13.5200   TrainedModels/top_all36_cgenff-sub-355
       356          0.8420          0.8279         13.5609   TrainedModels/top_all36_cgenff-sub-356
       357          0.8412          0.8257         13.4460   TrainedModels/top_all36_cgenff-sub-357
       358          0.8421          0.8292         13.4975   TrainedModels/top_all36_cgenff-sub-358
       359          0.8424          0.8273         13.5031   TrainedModels/top_all36_cgenff-sub-359
       360          0.8412          0.8273         13.5699   TrainedModels/top_all36_cgenff-sub-360
       361          0.8429          0.8298         13.5279   TrainedModels/top_all36_cgenff-sub-361
       362          0.8421          0.8283         13.4471   TrainedModels/top_all36_cgenff-sub-362
       363          0.8427          0.8273         13.5032   TrainedModels/top_all36_cgenff-sub-363
       364          0.8428          0.8308         13.5592   TrainedModels/top_all36_cgenff-sub-364
       365          0.8426          0.8292         13.5186   TrainedModels/top_all36_cgenff-sub-365
       366          0.8442          0.8289         13.5042   TrainedModels/top_all36_cgenff-sub-366
       367          0.8433          0.8321         13.4471   TrainedModels/top_all36_cgenff-sub-367
       368          0.8437          0.8314         13.5706   TrainedModels/top_all36_cgenff-sub-368
       369          0.8446          0.8337         13.5145   TrainedModels/top_all36_cgenff-sub-369
       370          0.8433          0.8283         13.5124   TrainedModels/top_all36_cgenff-sub-370
       371          0.8451          0.8337         13.5055   TrainedModels/top_all36_cgenff-sub-371
       372          0.8433          0.8302         13.4972   TrainedModels/top_all36_cgenff-sub-372
       373          0.8438          0.8343         13.5082   TrainedModels/top_all36_cgenff-sub-373
       374          0.8445          0.8317         13.5063   TrainedModels/top_all36_cgenff-sub-374
       375          0.8447          0.8337         13.5064   TrainedModels/top_all36_cgenff-sub-375
       376          0.8449          0.8327         13.5675   TrainedModels/top_all36_cgenff-sub-376
       377          0.8452          0.8302         13.4552   TrainedModels/top_all36_cgenff-sub-377
       378          0.8456          0.8333         13.4895   TrainedModels/top_all36_cgenff-sub-378
       379          0.8441          0.8321         13.5274   TrainedModels/top_all36_cgenff-sub-379
       380          0.8466          0.8324         13.5709   TrainedModels/top_all36_cgenff-sub-380
       381          0.8455          0.8317         13.4975   TrainedModels/top_all36_cgenff-sub-381
       382          0.8463          0.8362         13.4453   TrainedModels/top_all36_cgenff-sub-382
       383          0.8461          0.8317         13.4933   TrainedModels/top_all36_cgenff-sub-383
       384          0.8457          0.8337         13.5401   TrainedModels/top_all36_cgenff-sub-384
       385          0.8466          0.8349         13.5063   TrainedModels/top_all36_cgenff-sub-385
       386          0.8463          0.8349         13.5061   TrainedModels/top_all36_cgenff-sub-386
       387          0.8481          0.8346         13.4452   TrainedModels/top_all36_cgenff-sub-387
       388          0.8469          0.8359         13.5479   TrainedModels/top_all36_cgenff-sub-388
       389          0.8473          0.8359         13.5127   TrainedModels/top_all36_cgenff-sub-389
       390          0.8465          0.8343         13.5085   TrainedModels/top_all36_cgenff-sub-390
       391          0.8479          0.8346         13.5017   TrainedModels/top_all36_cgenff-sub-391
       392          0.8488          0.8349         13.5126   TrainedModels/top_all36_cgenff-sub-392
       393          0.8492          0.8381         13.5114   TrainedModels/top_all36_cgenff-sub-393
       394          0.8480          0.8359         13.4980   TrainedModels/top_all36_cgenff-sub-394
       395          0.8487          0.8371         13.5068   TrainedModels/top_all36_cgenff-sub-395
       396          0.8477          0.8362         13.5687   TrainedModels/top_all36_cgenff-sub-396
       397          0.8475          0.8356         13.4601   TrainedModels/top_all36_cgenff-sub-397
       398          0.8490          0.8387         13.4903   TrainedModels/top_all36_cgenff-sub-398
       399          0.8497          0.8390         13.4948   TrainedModels/top_all36_cgenff-sub-399
       400          0.8480          0.8362         13.5544   TrainedModels/top_all36_cgenff-sub-400
       401          0.8502          0.8387         13.5153   TrainedModels/top_all36_cgenff-sub-401
       402          0.8502          0.8394         13.4466   TrainedModels/top_all36_cgenff-sub-402
       403          0.8495          0.8368         13.4938   TrainedModels/top_all36_cgenff-sub-403
       404          0.8504          0.8375         13.5569   TrainedModels/top_all36_cgenff-sub-404
       405          0.8514          0.8394         13.5211   TrainedModels/top_all36_cgenff-sub-405
       406          0.8506          0.8349         13.4945   TrainedModels/top_all36_cgenff-sub-406
       407          0.8519          0.8397         13.4438   TrainedModels/top_all36_cgenff-sub-407
       408          0.8502          0.8378         13.5512   TrainedModels/top_all36_cgenff-sub-408
       409          0.8508          0.8378         13.5032   TrainedModels/top_all36_cgenff-sub-409
       410          0.8518          0.8394         13.5122   TrainedModels/top_all36_cgenff-sub-410
       411          0.8506          0.8390         13.5086   TrainedModels/top_all36_cgenff-sub-411
       412          0.8504          0.8390         13.4988   TrainedModels/top_all36_cgenff-sub-412
       413          0.8513          0.8381         13.5005   TrainedModels/top_all36_cgenff-sub-413
       414          0.8529          0.8406         13.4922   TrainedModels/top_all36_cgenff-sub-414
       415          0.8511          0.8397         13.5177   TrainedModels/top_all36_cgenff-sub-415
       416          0.8521          0.8397         13.5531   TrainedModels/top_all36_cgenff-sub-416
       417          0.8530          0.8400         13.4493   TrainedModels/top_all36_cgenff-sub-417
       418          0.8522          0.8397         13.4913   TrainedModels/top_all36_cgenff-sub-418
       419          0.8525          0.8394         13.5018   TrainedModels/top_all36_cgenff-sub-419
       420          0.8530          0.8413         13.5608   TrainedModels/top_all36_cgenff-sub-420
       421          0.8530          0.8419         13.5197   TrainedModels/top_all36_cgenff-sub-421
       422          0.8530          0.8422         13.4353   TrainedModels/top_all36_cgenff-sub-422
       423          0.8538          0.8425         13.4922   TrainedModels/top_all36_cgenff-sub-423
       424          0.8530          0.8406         13.5530   TrainedModels/top_all36_cgenff-sub-424
       425          0.8536          0.8416         13.5354   TrainedModels/top_all36_cgenff-sub-425
       426          0.8530          0.8406         13.5146   TrainedModels/top_all36_cgenff-sub-426
       427          0.8540          0.8425         13.4403   TrainedModels/top_all36_cgenff-sub-427
       428          0.8534          0.8409         13.5399   TrainedModels/top_all36_cgenff-sub-428
       429          0.8547          0.8422         13.5162   TrainedModels/top_all36_cgenff-sub-429
       430          0.8530          0.8416         13.5112   TrainedModels/top_all36_cgenff-sub-430
       431          0.8557          0.8419         13.4995   TrainedModels/top_all36_cgenff-sub-431
       432          0.8536          0.8419         13.4956   TrainedModels/top_all36_cgenff-sub-432
       433          0.8547          0.8419         13.5021   TrainedModels/top_all36_cgenff-sub-433
       434          0.8551          0.8441         13.5142   TrainedModels/top_all36_cgenff-sub-434
       435          0.8557          0.8409         13.5202   TrainedModels/top_all36_cgenff-sub-435
       436          0.8557          0.8435         13.5657   TrainedModels/top_all36_cgenff-sub-436
       437          0.8557          0.8419         13.4553   TrainedModels/top_all36_cgenff-sub-437
       438          0.8560          0.8428         13.4912   TrainedModels/top_all36_cgenff-sub-438
       439          0.8548          0.8403         13.4978   TrainedModels/top_all36_cgenff-sub-439
       440          0.8561          0.8435         13.5786   TrainedModels/top_all36_cgenff-sub-440
       441          0.8553          0.8387         13.5111   TrainedModels/top_all36_cgenff-sub-441
       442          0.8575          0.8425         13.4384   TrainedModels/top_all36_cgenff-sub-442
       443          0.8547          0.8416         13.5043   TrainedModels/top_all36_cgenff-sub-443
       444          0.8565          0.8422         13.5782   TrainedModels/top_all36_cgenff-sub-444
       445          0.8570          0.8435         13.5139   TrainedModels/top_all36_cgenff-sub-445
       446          0.8573          0.8422         13.5164   TrainedModels/top_all36_cgenff-sub-446
       447          0.8572          0.8438         13.4469   TrainedModels/top_all36_cgenff-sub-447
       448          0.8567          0.8409         13.5632   TrainedModels/top_all36_cgenff-sub-448
       449          0.8580          0.8422         13.5079   TrainedModels/top_all36_cgenff-sub-449
